source	site	判定	http	备注	最终地址	原URL	页面标题	语料曲名
qupu123-321006	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/sanzi/p321006.html	https://www.qupu123.com/shaoer/sanzi/p321006.html	太阳花 （李严词 段福培曲）_少儿曲谱_中国曲谱网	太阳花
jianpucn-146550	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/14/146550.htm	http://www.jianpu.cn/pu/14/146550.htm	失踪 歌谱简谱网	失踪
qupu123-21981	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/sanzi/p21981.html	https://www.qupu123.com/minge/sanzi/p21981.html	太阳雨简谱（杨子达词 李健曲）_民歌曲谱_中国曲谱网	太阳雨
jianpucn-151262	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/15/151262.htm	http://www.jianpu.cn/pu/15/151262.htm	奇迹世界 歌谱简谱网	奇迹世界
jianpujia-18602	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/18602.html	https://www.jianpujia.com/jianpu/18602.html	失去的春天简谱(歌词)_邓丽君演唱_王wzh曲谱-免费下载-简谱之家	失去的春天
jianpucn-279512	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/27/279512.htm	http://www.jianpu.cn/pu/27/279512.htm	奇迹（ 演唱） 邓紫棋 歌谱简谱网	奇迹
jianpujia-18920	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/18920.html	https://www.jianpujia.com/jianpu/18920.html	奈何简谱(歌词)_邓丽君演唱_王wzh曲谱-免费下载-简谱之家	奈何
jianpucn-439542	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/43/439542.htm	http://www.jianpu.cn/pu/43/439542.htm	奋斗才有幸福来 张也 歌谱简谱网	奋斗才有幸福来
qupu123-312554	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p312554.html	https://www.qupu123.com/jipu/p312554.html	失恋阵线联盟 （电影《我的少女时代》插曲）_岭南印象个人制谱园地_中国曲谱网	失恋阵线联盟
jianpucn-118675	jianpucn	ok(原记录标题命中)	200		http://www.jianpu.cn/pu/11/118675.htm	http://www.jianpu.cn/pu/11/118675.htm	奔 歌谱简谱网	奔
qupu123-340246	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p340246.html	https://www.qupu123.com/jipu/p340246.html	奇异恩典 （Amazing Grace）_丝竹常清个人制谱园地_中国曲谱网	奇异恩典
jianpucn-152439	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/15/152439.htm	http://www.jianpu.cn/pu/15/152439.htm	奔向明天 歌谱简谱网	奔向明天
qupu123-327224	qupu123	ok(曲名命中)	200		https://www.qupu123.com/hechang/sizi/p327224.html	https://www.qupu123.com/hechang/sizi/p327224.html	奋发向上 _合唱曲谱_中国曲谱网	奋发向上
jianpucn-205589	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/20/205589.htm	http://www.jianpu.cn/pu/20/205589.htm	奢香夫人 歌谱简谱网	奢香夫人
qupu123-335466	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/wuzi/p335466.html	https://www.qupu123.com/tongsu/wuzi/p335466.html	奋斗永不停 _通俗曲谱_中国曲谱网	奋斗永不停
jianpucn-300628	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/30/300628.htm	http://www.jianpu.cn/pu/30/300628.htm	奥斯汀的诡计 童安格 歌谱简谱网	奥斯汀的诡计
qupu123-333311	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/sizi/p333311.html	https://www.qupu123.com/minge/sizi/p333311.html	奔向深蓝 _民歌曲谱_中国曲谱网	奔向深蓝
jianpucn-159268	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/15/159268.htm	http://www.jianpu.cn/pu/15/159268.htm	女人的勇气【彩谱】 歌谱简谱网	女人的勇气
qupu123-326435	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/qizi/p326435.html	https://www.qupu123.com/shaoer/qizi/p326435.html	奔向远方梦飞扬 _少儿曲谱_中国曲谱网	奔向远方梦飞扬
jianpucn-343864	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/34/343864.htm	http://www.jianpu.cn/pu/34/343864.htm	女人的选择 姜育恒 歌谱简谱网	女人的选择
qupu123-191905	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p191905.html	https://www.qupu123.com/jipu/p191905.html	​奇迹 （邓紫棋演唱）_桃李醉春风个人制谱园地_中国曲谱网	奇迹（邓紫棋
jianpujia-14047	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/14047.html	https://www.jianpujia.com/jianpu/14047.html	女儿国简谱(歌词)_张靓颖/李荣浩演唱_电影_西游记女儿国_主题曲-免费下载-简谱之家	女儿国
qupu123-331931	qupu123	ok(曲名命中)	200		https://www.qupu123.com/meisheng/erziyixia/p331931.html	https://www.qupu123.com/meisheng/erziyixia/p331931.html	奔月 （陈道斌词 刘聪曲）_美声曲谱_中国曲谱网	奔月
jianpucn-136536	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/13/136536.htm	http://www.jianpu.cn/pu/13/136536.htm	女娲 歌谱简谱网	女娲
jianpujia-18259	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/18259.html	https://www.jianpujia.com/jianpu/18259.html	女儿歌简谱(歌词)_谭晶演唱_王wzh曲谱-免费下载-简谱之家	女儿歌
qupu123-328299	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/sanzi/p328299.html	https://www.qupu123.com/shaoer/sanzi/p328299.html	套凳脚 _少儿曲谱_中国曲谱网	套凳脚
jianpucn-147004	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/14/147004.htm	http://www.jianpu.cn/pu/14/147004.htm	女孩别哭 歌谱简谱网	女孩别哭
qupu123-334152	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/bazi/p334152.html	https://www.qupu123.com/tongsu/bazi/p334152.html	女人的寂寞是眼泪 _通俗曲谱_中国曲谱网	女人的寂寞是眼泪
jianpucn-64301	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64301.htm	http://www.jianpu.cn/pu/64/64301.htm	她在睡梦中 歌曲类 简谱 歌谱简谱网	她在睡梦中 歌曲类
qupu123-378394	qupu123	ok(曲名命中)	200		https://www.qupu123.com/puyou/shangchuan/p378394.html	https://www.qupu123.com/puyou/shangchuan/p378394.html	女人花 _谱友园地_中国曲谱网	女人花
jianpucn-35578	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/35/35578.htm	http://www.jianpu.cn/pu/35/35578.htm	她来听我的演唱会 歌谱简谱网	她来听我的
jianpucn-34577	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/34/34577.htm	http://www.jianpu.cn/pu/34/34577.htm	她的睫毛 歌谱简谱网	她的睫毛
qupu123-334878	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/sanzi/p334878.html	https://www.qupu123.com/minge/sanzi/p334878.html	女儿巧 _民歌曲谱_中国曲谱网	女儿巧
jianpucn-138047	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/13/138047.htm	http://www.jianpu.cn/pu/13/138047.htm	她说 歌谱简谱网	她说
qupu123-332820	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/wuzi/p332820.html	https://www.qupu123.com/tongsu/wuzi/p332820.html	女兵的心事 _通俗曲谱_中国曲谱网	女兵的心事
jianpucn-278757	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/27/278757.htm	http://www.jianpu.cn/pu/27/278757.htm	好不容易- 张靓颖 歌谱简谱网	好不容易
qupu123-329191	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/qizi/p329191.html	https://www.qupu123.com/shaoer/qizi/p329191.html	她俩脸蛋羞红啦 （张宾普词 谷继业曲）_少儿曲谱_中国曲谱网	她俩脸蛋羞红啦
jianpucn-211244	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/21/211244.htm	http://www.jianpu.cn/pu/21/211244.htm	好久 歌谱简谱网	好久
jianpujia-15513	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/15513.html	https://www.jianpujia.com/jianpu/15513.html	好久不见简谱__陈奕迅__不知不觉泪流满面...-免费下载-简谱之家	好久不见
jianpucn-411970	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/41/411970.htm	http://www.jianpu.cn/pu/41/411970.htm	好久不见（简和谱） 陈奕迅 歌谱简谱网	好久不见
jianpujia-378374	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/378374.html	https://www.jianpujia.com/jianpu/378374.html	好久不见简谱_陈奕迅演唱_博夫曲谱-免费下载-简谱之家	好久不见
qupu123-381437	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/erziyixia/p381437.html	https://www.qupu123.com/tongsu/erziyixia/p381437.html	女孩 _通俗曲谱_中国曲谱网	女孩
jianpucn-259899	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/25/259899.htm	http://www.jianpu.cn/pu/25/259899.htm	好人就能当好家 王宏伟 歌谱简谱网	好人就能当好家
jianpucn-138672	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/13/138672.htm	http://www.jianpu.cn/pu/13/138672.htm	好夜晚 歌谱简谱网	好夜晚
qupu123-333037	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/qizi/p333037.html	https://www.qupu123.com/minge/qizi/p333037.html	好一个地窝子房 _民歌曲谱_中国曲谱网	好一个地窝子房
jianpujia-22155	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/22155.html	https://www.jianpujia.com/jianpu/22155.html	好久不见简谱_陈奕迅演唱_孙世彦制谱-免费下载-简谱之家	好久不见
qupu123-335628	qupu123	打不开:URLError	0		https://www.qupu123.com/shaoer/sanzi/p335628.html	https://www.qupu123.com/shaoer/sanzi/p335628.html		太极娃
jianpucn-449120	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/44/449120.htm	http://www.jianpu.cn/pu/44/449120.htm	好大一棵树（1990年央视春晚） 那英 歌谱简谱网	好大一棵树
jianpujia-150317	jianpujia	ok(原记录标题命中)	200		https://www.jianpujia.com/jianpu/150317.html	https://www.jianpujia.com/jianpu/150317.html	好好(想把你写成一首歌)钢琴简谱_五月天演唱-免费下载-简谱之家	好好钢琴
jianpucn-413926	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/41/413926.htm	http://www.jianpu.cn/pu/41/413926.htm	好好(想把你写成一首歌)（尤克里里弹唱谱） 五月天 歌谱简谱网	好好
qupu123-334214	qupu123	打不开:URLError	0		https://www.qupu123.com/minge/sanzi/p334214.html	https://www.qupu123.com/minge/sanzi/p334214.html		太蓬山
jianpucn-251957	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/25/251957.htm	http://www.jianpu.cn/pu/25/251957.htm	好情人 孟庭苇 歌谱简谱网	好情人
jianpujia-26498	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/26498.html	https://www.jianpujia.com/jianpu/26498.html	好妈妈简谱(歌词)_儿歌_陈洲宏记谱-免费下载-简谱之家	好妈妈
qupu123-370552	qupu123	打不开:URLError	0		https://www.qupu123.com/minge/sanzi/p370552.html	https://www.qupu123.com/minge/sanzi/p370552.html		太行情
qupu123-334208	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/wuzi/p334208.html	https://www.qupu123.com/minge/wuzi/p334208.html	好个美湘潭 _民歌曲谱_中国曲谱网	好个美湘潭
jianpucn-442606	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/44/442606.htm	http://www.jianpu.cn/pu/44/442606.htm	好想爱这个世界啊 华晨宇 歌谱简谱网	好想爱这个世界啊
qupu123-335014	qupu123	打不开:URLError	0		https://www.qupu123.com/minge/qizi/p335014.html	https://www.qupu123.com/minge/qizi/p335014.html		太阳居住的地方
qupu123-341545	qupu123	ok(曲名命中)	200		https://www.qupu123.com/puyou/shangchuan/p341545.html	https://www.qupu123.com/puyou/shangchuan/p341545.html	好人一生平安 _谱友园地_中国曲谱网	好人一生平安
jianpucn-474527	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/47/474527.htm	http://www.jianpu.cn/pu/47/474527.htm	好想爱这个世界啊 三声部合唱 歌谱简谱网	好想爱这个世界啊 三声部合唱
jianpucn-150869	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/15/150869.htm	http://www.jianpu.cn/pu/15/150869.htm	好故事【彩谱】 歌谱简谱网	好故事【彩谱】
qupu123-381554	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/wuzi/p381554.html	https://www.qupu123.com/tongsu/wuzi/p381554.html	好好爱自己 _通俗曲谱_中国曲谱网	好好爱自己
qupu123-346942	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p346942.html	https://www.qupu123.com/jipu/p346942.html	好心分手 （王力宏&刘巧英）_成成记谱个人制谱园地_中国曲谱网	好心分手
jianpucn-34421	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/34/34421.htm	http://www.jianpu.cn/pu/34/34421.htm	好日子 歌谱简谱网	好日子
jianpucn-144655	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/14/144655.htm	http://www.jianpu.cn/pu/14/144655.htm	好梦太匆匆【彩谱】 歌谱简谱网	好梦太匆匆
qupu123-332041	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/wuzi/p332041.html	https://www.qupu123.com/shaoer/wuzi/p332041.html	好心态之歌 _少儿曲谱_中国曲谱网	好心态之歌
jianpucn-26961	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/26/26961.htm	http://www.jianpu.cn/pu/26/26961.htm	好梦绕仙山 歌谱简谱网	好梦绕仙山
jianpujia-26517	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/26517.html	https://www.jianpujia.com/jianpu/26517.html	好爸爸坏爸爸简谱(歌词)_儿歌_陈洲宏_记谱-免费下载-简谱之家	好爸爸坏爸爸
qupu123-326253	qupu123	打不开:URLError	0		https://www.qupu123.com/shaoer/sanzi/p326253.html	https://www.qupu123.com/shaoer/sanzi/p326253.html		太阳船
jianpucn-287118	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/28/287118.htm	http://www.jianpu.cn/pu/28/287118.htm	好汉歌（ 本） 刘欢 歌谱简谱网	好汉歌
jianpucn-307705	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/30/307705.htm	http://www.jianpu.cn/pu/30/307705.htm	好汉歌 古筝版曲谱 刘欢 歌谱简谱网	好汉歌 古筝版曲谱
qupu123-93537	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/wuzi/p93537.html	https://www.qupu123.com/tongsu/wuzi/p93537.html	好歌献给你 _通俗曲谱_中国曲谱网	好歌献给你
jianpucn-425258	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/42/425258.htm	http://www.jianpu.cn/pu/42/425258.htm	好美的一个秋（2） 宋祖英 歌谱简谱网	好美的一个秋
qupu123-331947	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/sanzi/p331947.html	https://www.qupu123.com/tongsu/sanzi/p331947.html	好朋友 （赵亮词 任清彪曲）_通俗曲谱_中国曲谱网	好朋友
qupu123-331496	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/bazi/p331496.html	https://www.qupu123.com/shaoer/bazi/p331496.html	好看的花儿送给谁 _少儿曲谱_中国曲谱网	好看的花儿送给谁
jianpucn-32861	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/32/32861.htm	http://www.jianpu.cn/pu/32/32861.htm	好花花的歌美滋滋的唱 歌谱简谱网	好花花的歌美滋滋的唱
qupu123-333879	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/qizi/p333879.html	https://www.qupu123.com/minge/qizi/p333879.html	好美好美的长临 _民歌曲谱_中国曲谱网	好美好美的长临
jianpucn-263044	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/26/263044.htm	http://www.jianpu.cn/pu/26/263044.htm	好郎好姐不用媒 — （湖南民歌） 阎维文 歌谱简谱网	好郎好姐不用媒
jianpucn-174411	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/17/174411.htm	http://www.jianpu.cn/pu/17/174411.htm	好雨 歌谱简谱网	好雨
jianpucn-135969	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/13/135969.htm	http://www.jianpu.cn/pu/13/135969.htm	好风长吟 歌谱简谱网	好风长吟
qupu123-332990	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/sizi/p332990.html	https://www.qupu123.com/minge/sizi/p332990.html	好风好雨 _民歌曲谱_中国曲谱网	好风好雨
jianpucn-70126	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/70/70126.htm	http://www.jianpu.cn/pu/70/70126.htm	如今 歌谱简谱网	如今
qupu123-332641	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/qizi/p332641.html	https://www.qupu123.com/tongsu/qizi/p332641.html	如果一切都没有 _通俗曲谱_中国曲谱网	如果一切都没有
jianpucn-34115	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/34/34115.htm	http://www.jianpu.cn/pu/34/34115.htm	如今赶上了好时代 歌谱简谱网	如今赶上了好时代
qupu123-271362	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p271362.html	https://www.qupu123.com/jipu/p271362.html	如果云知道 __中国曲谱网	如果云知道
jianpucn-452543	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/45/452543.htm	http://www.jianpu.cn/pu/45/452543.htm	如你所想 毛不易 歌谱简谱网	如你所想
jianpujia-380048	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/380048.html	https://www.jianpujia.com/jianpu/380048.html	如果我们不曾相遇钢琴简谱_五月天演唱-免费下载-简谱之家	如果我们不曾相遇
jianpucn-120932	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/12/120932.htm	http://www.jianpu.cn/pu/12/120932.htm	如果你是我的传说 歌谱简谱网	如果你是我的传说
qupu123-331253	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/jiuziyishang/p331253.html	https://www.qupu123.com/tongsu/jiuziyishang/p331253.html	如果今生不能在一起 _通俗曲谱_中国曲谱网	如果今生不能在一起
jianpucn-309347	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/30/309347.htm	http://www.jianpu.cn/pu/30/309347.htm	如果你是李白 莫文蔚 歌谱简谱网	如果你是李白
jianpucn-213259	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/21/213259.htm	http://www.jianpu.cn/pu/21/213259.htm	如果你还爱好 歌谱简谱网	如果你还爱好
qupu123-381404	qupu123	ok(曲名命中)	200		https://www.qupu123.com/puyou/shangchuan/p381404.html	https://www.qupu123.com/puyou/shangchuan/p381404.html	如果可以 _谱友园地_中国曲谱网	如果可以
jianpucn-115171	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/11/115171.htm	http://www.jianpu.cn/pu/11/115171.htm	如果你还爱我 歌曲类 简谱 歌谱简谱网	如果你还爱我 歌曲类
jianpucn-245591	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/24/245591.htm	http://www.jianpu.cn/pu/24/245591.htm	如果我有勇气 邓丽君 歌谱简谱网	如果我有勇气
jianpujia-377779	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/377779.html	https://www.jianpujia.com/jianpu/377779.html	如果要写年简谱_毛不易演唱_桃李醉春风制作曲谱-免费下载-简谱之家	如果要写年
qupu123-35435	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/sizi/p35435.html	https://www.qupu123.com/tongsu/sizi/p35435.html	如果可以简谱（淦子词 李虎曲）_通俗曲谱_中国曲谱网	如果可以
jianpucn-245703	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/24/245703.htm	http://www.jianpu.cn/pu/24/245703.htm	如果我有勇气（扫描谱） — 邓丽君 歌谱简谱网	如果我有勇气
qupu123-333500	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/bazi/p333500.html	https://www.qupu123.com/tongsu/bazi/p333500.html	如果心能够看得见 _一门502原创曲谱专栏_中国曲谱网	如果心能够看得见
jianpucn-288908	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/28/288908.htm	http://www.jianpu.cn/pu/28/288908.htm	如果把他换作你 孟庭苇 歌谱简谱网	如果把他换作你
jianpujia-349629	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/349629.html	https://www.jianpujia.com/jianpu/349629.html	如梦草原草原歌曲100首简谱-免费下载-简谱之家	如梦草原草原歌曲100首
jianpucn-63804	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/63/63804.htm	http://www.jianpu.cn/pu/63/63804.htm	如果没有你 歌谱简谱网	如果没有你
qupu123-37154	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p37154.html	https://www.qupu123.com/jipu/p37154.html	如果没有他你还爱我吗简谱_桃李醉春风个人制谱园地_中国曲谱网	如果没有他你还爱我吗
jianpucn-115027	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/11/115027.htm	http://www.jianpu.cn/pu/11/115027.htm	如果爱 歌曲类 简谱 歌谱简谱网	如果爱 歌曲类
qupu123-298395	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p298395.html	https://www.qupu123.com/jipu/p298395.html	如果有一天 （刘德华 词曲）_电视迷个人制谱园地_中国曲谱网	如果有一天
jianpucn-54340	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/54/54340.htm	http://www.jianpu.cn/pu/54/54340.htm	如果爱下去 歌谱简谱网	如果爱下去
qupu123-380780	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/wuzi/p380780.html	https://www.qupu123.com/tongsu/wuzi/p380780.html	如果爱还在 _通俗曲谱_中国曲谱网	如果爱还在
jianpujia-386250	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/386250.html	https://www.jianpujia.com/jianpu/386250.html	如谜简谱(歌词)_许嵩演唱_桃李醉春风制谱-免费下载-简谱之家	如谜
jianpucn-136164	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/13/136164.htm	http://www.jianpu.cn/pu/13/136164.htm	如果这就是爱情 歌谱简谱网	如果这就是爱情
qupu123-307831	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p307831.html	https://www.qupu123.com/jipu/p307831.html	如梦初醒 _桃李醉春风个人制谱园地_中国曲谱网	如梦初醒
jianpucn-114171	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/11/114171.htm	http://www.jianpu.cn/pu/11/114171.htm	如果这都不算爱 歌曲类 简谱 歌谱简谱网	如果这都不算爱 歌曲类
qupu123-315410	qupu123	ok(曲名命中)	200		https://www.qupu123.com/meisheng/sizi/p315410.html	https://www.qupu123.com/meisheng/sizi/p315410.html	8如此多娇（双谱） _美声曲谱_中国曲谱网	如此多娇
jianpujia-18349	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/18349.html	https://www.jianpujia.com/jianpu/18349.html	妈妈呼唤你简谱(歌词)_邓丽君演唱_王wzh曲谱-免费下载-简谱之家	妈妈呼唤你
jianpucn-433240	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/43/433240.htm	http://www.jianpu.cn/pu/43/433240.htm	如果遇见你（音乐剧《我AI你》推广歌曲） 李健 歌谱简谱网	如果遇见你
qupu123-334110	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/sizi/p334110.html	https://www.qupu123.com/tongsu/sizi/p334110.html	如玉人生 _通俗曲谱_中国曲谱网	如玉人生
jianpucn-306721	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/30/306721.htm	http://www.jianpu.cn/pu/30/306721.htm	妈妈 看看我吧 （电影《樱》插曲） 李谷一 歌谱简谱网	妈妈 看看我吧
qupu123-316216	qupu123	ok(曲名命中)	200		https://www.qupu123.com/meisheng/sizi/p316216.html	https://www.qupu123.com/meisheng/sizi/p316216.html	​10如画江山（双谱） _美声曲谱_中国曲谱网	如画江山
jianpucn-256365	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/25/256365.htm	http://www.jianpu.cn/pu/25/256365.htm	妈妈 祝你长寿 阎维文 歌谱简谱网	妈妈 祝你长寿
qupu123-370054	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/wuzi/p370054.html	https://www.qupu123.com/tongsu/wuzi/p370054.html	如此认识我 _通俗曲谱_中国曲谱网	如此认识我
jianpucn-43431	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/43/43431.htm	http://www.jianpu.cn/pu/43/43431.htm	妈妈教我一支歌 歌谱简谱网	妈妈教我一支歌
qupu123-333567	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/wuzi/p333567.html	https://www.qupu123.com/minge/wuzi/p333567.html	妈妈啊妈妈 _民歌曲谱_中国曲谱网	妈妈啊妈妈
jianpujia-9904	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/9904.html	https://www.jianpujia.com/jianpu/9904.html	妈妈的吻简谱(歌词)_蓓蕾组合演唱_岭南印象曲谱-免费下载-简谱之家	妈妈的吻
jianpucn-135918	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/13/135918.htm	http://www.jianpu.cn/pu/13/135918.htm	妈妈的娜鲁娃 歌谱简谱网	妈妈的娜鲁娃
qupu123-334279	qupu123	ok(曲名命中)	200		https://www.qupu123.com/minge/jiuziyishang/p334279.html	https://www.qupu123.com/minge/jiuziyishang/p334279.html	妈妈在哪儿家在哪儿 _民歌曲谱_中国曲谱网	妈妈在哪儿家在哪儿
jianpucn-285892	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/28/285892.htm	http://www.jianpu.cn/pu/28/285892.htm	妈妈的希望（故事片《飘花头巾》插曲） — 殷秀梅 歌谱简谱网	妈妈的希望
qupu123-333877	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/wuzi/p333877.html	https://www.qupu123.com/tongsu/wuzi/p333877.html	妈妈我爱您 _通俗曲谱_中国曲谱网	妈妈我爱您
qupu123-381607	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/erziyixia/p381607.html	https://www.qupu123.com/tongsu/erziyixia/p381607.html	妈妈 _通俗曲谱_中国曲谱网	妈妈
jianpucn-463908	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/46/463908.htm	http://www.jianpu.cn/pu/46/463908.htm	妈妈的歌谣 乌兰图雅 歌谱简谱网	妈妈的歌谣
jianpucn-156739	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/15/156739.htm	http://www.jianpu.cn/pu/15/156739.htm	妈妈看看我吧 电影《樱》插曲 歌谱简谱网	妈妈看看我吧 电影《樱》插曲
qupu123-328070	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/liuzi/p328070.html	https://www.qupu123.com/shaoer/liuzi/p328070.html	妈妈的小剪刀 _少儿曲谱_中国曲谱网	妈妈的小剪刀
jianpucn-208224	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/20/208224.htm	http://www.jianpu.cn/pu/20/208224.htm	妥协 歌谱简谱网	妥协
