dir	path_in_images_prep	source	in_corpus	nline	staff	source_url
曾经的你（免费吉他谱）__qupu123-376469	images-prep/qupu123-kw/曾经的你（免费吉他谱）__qupu123-376469	qupu123-376469	0	42	6	
曾经的你（吉他六线谱）__qupu123-227512	images-prep/qupu123-kw/曾经的你（吉他六线谱）__qupu123-227512	qupu123-227512	0	65	6	
李白（吉他六线谱）__qupu123-223456	images-prep/qupu123-kw/李白（吉他六线谱）__qupu123-223456	qupu123-223456	0	59	6	
杨宗纬《洋葱》吉他谱C调入门版 猴哥吉他教学 高音教编配__qupu123-343432	images-prep/qupu123-kw/杨宗纬《洋葱》吉他谱C调入门版 猴哥吉他教学 高音教编配__qupu123-343432	qupu123-343432	0	56	6	
模特（吉他六线谱）__qupu123-210087	images-prep/qupu123-kw/模特（吉他六线谱）__qupu123-210087	qupu123-210087	0	54	6	
欧若拉（五线谱）__qupu123-354211	images-prep/qupu123-kw/欧若拉（五线谱）__qupu123-354211	qupu123-354211	0	70	5	
欧若拉（钢琴谱）__qupu123-354219	images-prep/qupu123-kw/欧若拉（钢琴谱）__qupu123-354219	qupu123-354219	0	62	5	
没那么简单（吉他六线谱）__qupu123-29767	images-prep/qupu123-kw/没那么简单（吉他六线谱）__qupu123-29767	qupu123-29767	0	76	6	
泸沽湖（吉他谱）__qupu123-366826	images-prep/qupu123-kw/泸沽湖（吉他谱）__qupu123-366826	qupu123-366826	0	69	6	
洋葱吉他谱六线谱（杨宗纬）__qupu123-69365	images-prep/qupu123-kw/洋葱吉他谱六线谱（杨宗纬）__qupu123-69365	qupu123-69365	0	68	6	
理想（吉他六线谱）__qupu123-230396	images-prep/qupu123-kw/理想（吉他六线谱）__qupu123-230396	qupu123-230396	0	73	6	
真的爱你（钢琴谱）__qupu123-354343	images-prep/qupu123-kw/真的爱你（钢琴谱）__qupu123-354343	qupu123-354343	0	63	5	
童话（五线谱）__qupu123-353771	images-prep/qupu123-kw/童话（五线谱）__qupu123-353771	qupu123-353771	0	47	5	
老鼠爱大米（吉他六线谱）__qupu123-209407	images-prep/qupu123-kw/老鼠爱大米（吉他六线谱）__qupu123-209407	qupu123-209407	0	62	6	
走在乡间的小路上（钢琴弹唱、荆乐霞编配版）__qupu123-92248	images-prep/qupu123-kw/走在乡间的小路上（钢琴弹唱、荆乐霞编配版）__qupu123-92248	qupu123-92248	0	129	5	
越过山丘（吉他六线谱）__qupu123-292223	images-prep/qupu123-kw/越过山丘（吉他六线谱）__qupu123-292223	qupu123-292223	0	43	6	
追光者（钢琴五线谱）__qupu123-346945	images-prep/qupu123-kw/追光者（钢琴五线谱）__qupu123-346945	qupu123-346945	0	69	5	
那些花儿（吉他六线谱）__qupu123-257241	images-prep/qupu123-kw/那些花儿（吉他六线谱）__qupu123-257241	qupu123-257241	0	46	6	
陈粒 小半 吉他谱（无限延音编配）__qupu123-353969	images-prep/qupu123-kw/陈粒 小半 吉他谱（无限延音编配）__qupu123-353969	qupu123-353969	0	32	6	
青春（吉他六线谱）__qupu123-209216	images-prep/qupu123-kw/青春（吉他六线谱）__qupu123-209216	qupu123-209216	0	61	6	
李健 假如爱有天意 吉他谱（无限延音编配）__qupu123-341454	images-prep/qupu123-lijian/李健 假如爱有天意 吉他谱（无限延音编配）__qupu123-341454	qupu123-341454	0	73	6	
李健 异乡人 吉他谱（无限延音编配）__qupu123-347938	images-prep/qupu123-lijian/李健 异乡人 吉他谱（无限延音编配）__qupu123-347938	qupu123-347938	0	77	6	
李健 贝加尔湖畔 吉他谱（无限延音编配）__qupu123-341453	images-prep/qupu123-lijian/李健 贝加尔湖畔 吉他谱（无限延音编配）__qupu123-341453	qupu123-341453	0	75	6	
李健 贝加尔湖畔 吉他谱（无限延音编配）__qupu123-371976	images-prep/qupu123-lijian/李健 贝加尔湖畔 吉他谱（无限延音编配）__qupu123-371976	qupu123-371976	0	68	6	
李健 风吹麦浪 吉他谱（无限延音编配）__qupu123-346970	images-prep/qupu123-lijian/李健 风吹麦浪 吉他谱（无限延音编配）__qupu123-346970	qupu123-346970	0	61	6	
李健_齐秦 袖手旁观 吉他谱（无限延音编配）__qupu123-354004	images-prep/qupu123-lijian/李健_齐秦 袖手旁观 吉他谱（无限延音编配）__qupu123-354004	qupu123-354004	0	45	6	
李健《贝加尔湖畔》高清吉他谱（吉他弹唱）__qupu123-265949	images-prep/qupu123-lijian/李健《贝加尔湖畔》高清吉他谱（吉他弹唱）__qupu123-265949	qupu123-265949	0	162	6	
《她说》吉他谱C调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-348894	images-prep/qupu123-linjunjie/《她说》吉他谱C调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-348894	qupu123-348894	0	54	6	
《她说》吉他谱C调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-348895	images-prep/qupu123-linjunjie/《她说》吉他谱C调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-348895	qupu123-348895	0	54	6	
《爱要怎么说出口》吉他谱C调入门版 林俊杰 高音教编配__qupu123-341893	images-prep/qupu123-mp007/《爱要怎么说出口》吉他谱C调入门版 林俊杰 高音教编配__qupu123-341893	qupu123-341893	0	68	6	
《美人鱼》吉他谱C调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-349272	images-prep/qupu123-linjunjie/《美人鱼》吉他谱C调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-349272	qupu123-349272	0	69	6	
《背对背拥抱》吉他谱C调入门版 林俊杰 高音教编配__qupu123-340521	images-prep/qupu123-linjunjie/《背对背拥抱》吉他谱C调入门版 林俊杰 高音教编配__qupu123-340521	qupu123-340521	0	67	7	
《记得》吉他谱G调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-349212	images-prep/qupu123-linjunjie/《记得》吉他谱G调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-349212	qupu123-349212	0	55	6	
一定会 林俊杰 吉他谱（无限延音编配）__qupu123-372249	images-prep/qupu123-linjunjie/一定会 林俊杰 吉他谱（无限延音编配）__qupu123-372249	qupu123-372249	0	60	7	
容祖儿_林俊杰 这就是爱吗 吉他谱（无限延音编配）__qupu123-353764	images-prep/qupu123-linjunjie/容祖儿_林俊杰 这就是爱吗 吉他谱（无限延音编配）__qupu123-353764	qupu123-353764	0	72	6	
林俊杰 一千年以后 吉他谱（无限延音编配）__qupu123-368672	images-prep/qupu123-linjunjie/林俊杰 一千年以后 吉他谱（无限延音编配）__qupu123-368672	qupu123-368672	0	73	6	
林俊杰 五月天 黑暗骑士 吉他谱（无限延音编配）__qupu123-342210	images-prep/qupu123-wuyuetian/林俊杰 五月天 黑暗骑士 吉他谱（无限延音编配）__qupu123-342210	qupu123-342210	0	74	6	
林俊杰 交换余生 吉他谱（无限延音编配）__qupu123-368642	images-prep/qupu123-linjunjie/林俊杰 交换余生 吉他谱（无限延音编配）__qupu123-368642	qupu123-368642	0	48	6	
林俊杰 关键词 吉他谱（无限延音编配）__qupu123-355121	images-prep/qupu123-linjunjie/林俊杰 关键词 吉他谱（无限延音编配）__qupu123-355121	qupu123-355121	0	30	6	
林俊杰 可惜没如果 吉他谱（无限延音编配）__qupu123-353225	images-prep/qupu123-linjunjie/林俊杰 可惜没如果 吉他谱（无限延音编配）__qupu123-353225	qupu123-353225	0	49	6	
林俊杰 她说 吉他谱（无限延音编配）__qupu123-352889	images-prep/qupu123-linjunjie/林俊杰 她说 吉他谱（无限延音编配）__qupu123-352889	qupu123-352889	0	78	6	
林俊杰 将故事写成我们 吉他谱（无限延音编配）__qupu123-351949	images-prep/qupu123-linjunjie/林俊杰 将故事写成我们 吉他谱（无限延音编配）__qupu123-351949	qupu123-351949	0	78	6	
林俊杰 小酒窝 吉他谱（无限延音编配）__qupu123-368590	images-prep/qupu123-linjunjie/林俊杰 小酒窝 吉他谱（无限延音编配）__qupu123-368590	qupu123-368590	0	33	6	
林俊杰 当你 吉他谱（无限延音编配）__qupu123-350838	images-prep/qupu123-linjunjie/林俊杰 当你 吉他谱（无限延音编配）__qupu123-350838	qupu123-350838	0	68	6	
林俊杰 心墙 吉他谱（无限延音编配）__qupu123-368523	images-prep/qupu123-linjunjie/林俊杰 心墙 吉他谱（无限延音编配）__qupu123-368523	qupu123-368523	0	74	6	
林俊杰 曹操 吉他谱（无限延音编配）__qupu123-368480	images-prep/qupu123-linjunjie/林俊杰 曹操 吉他谱（无限延音编配）__qupu123-368480	qupu123-368480	0	54	6	
林俊杰 江南 吉他谱（无限延音编配）__qupu123-368589	images-prep/qupu123-linjunjie/林俊杰 江南 吉他谱（无限延音编配）__qupu123-368589	qupu123-368589	0	61	6	
林俊杰 爱笑的眼睛 吉他谱（无限延音编配）__qupu123-354633	images-prep/qupu123-linjunjie/林俊杰 爱笑的眼睛 吉他谱（无限延音编配）__qupu123-354633	qupu123-354633	0	61	6	
林俊杰 第几个一百天 吉他谱（无限延音编配）__qupu123-368641	images-prep/qupu123-linjunjie/林俊杰 第几个一百天 吉他谱（无限延音编配）__qupu123-368641	qupu123-368641	0	56	6	
林俊杰 美人鱼 吉他谱（无限延音编配）__qupu123-368696	images-prep/qupu123-linjunjie/林俊杰 美人鱼 吉他谱（无限延音编配）__qupu123-368696	qupu123-368696	0	72	6	
林俊杰 裹着心的光 吉他谱（无限延音编配）__qupu123-371994	images-prep/qupu123-linjunjie/林俊杰 裹着心的光 吉他谱（无限延音编配）__qupu123-371994	qupu123-371994	0	45	6	
林俊杰《一千年以后》吉他谱C调入门版 高音教编配 猴哥吉他教学__qupu123-350770	images-prep/qupu123-linjunjie/林俊杰《一千年以后》吉他谱C调入门版 高音教编配 猴哥吉他教学__qupu123-350770	qupu123-350770	0	69	7	
林俊杰《江南》吉他谱G调精华版 高音教编配 猴哥吉他教学__qupu123-346586	images-prep/qupu123-linjunjie/林俊杰《江南》吉他谱G调精华版 高音教编配 猴哥吉他教学__qupu123-346586	qupu123-346586	0	56	7	
林俊杰《江南》吉他谱吉他弹唱教学G调精华版 高音教__qupu123-357338	images-prep/qupu123-linjunjie/林俊杰《江南》吉他谱吉他弹唱教学G调精华版 高音教__qupu123-357338	qupu123-357338	0	52	7	
林俊杰《背对背拥抱》吉他谱吉他弹唱教学C调入门版 高音教__qupu123-350737	images-prep/qupu123-linjunjie/林俊杰《背对背拥抱》吉他谱吉他弹唱教学C调入门版 高音教__qupu123-350737	qupu123-350737	0	66	7	
刘德华 17岁 吉他谱（无限延音编配）__qupu123-341455	images-prep/qupu123-liudehua/刘德华 17岁 吉他谱（无限延音编配）__qupu123-341455	qupu123-341455	0	71	6	
《不柒》吉他谱G调精华版 毛不易 高音教编配__qupu123-337502	images-prep/qupu123-maobuyi/《不柒》吉他谱G调精华版 毛不易 高音教编配__qupu123-337502	qupu123-337502	0	47	6	
《不染》吉他谱G调精华版 毛不易 高音教编配__qupu123-337896	images-prep/qupu123-maobuyi/《不染》吉他谱G调精华版 毛不易 高音教编配__qupu123-337896	qupu123-337896	0	58	6	
《平凡的一天》-毛不易（吉他曲谱）__qupu123-363273	images-prep/qupu123-maobuyi/《平凡的一天》-毛不易（吉他曲谱）__qupu123-363273	qupu123-363273	0	7	6	
呓语 毛不易 吉他谱（无限延音编配）__qupu123-372252	images-prep/qupu123-maobuyi/呓语 毛不易 吉他谱（无限延音编配）__qupu123-372252	qupu123-372252	0	63	9	
毛不易 东北民谣 吉他谱 C调指法（无限延音编配）__qupu123-343030	images-prep/qupu123-maobuyi/毛不易 东北民谣 吉他谱 C调指法（无限延音编配）__qupu123-343030	qupu123-343030	0	61	6	
毛不易 借 吉他谱（无限延音编配）__qupu123-354176	images-prep/qupu123-maobuyi/毛不易 借 吉他谱（无限延音编配）__qupu123-354176	qupu123-354176	0	16	6	
毛不易 借 吉他谱（无限延音编配）__qupu123-372001	images-prep/qupu123-maobuyi/毛不易 借 吉他谱（无限延音编配）__qupu123-372001	qupu123-372001	0	16	6	
毛不易 像我这样的人 吉他谱（无限延音编配）__qupu123-351749	images-prep/qupu123-maobuyi/毛不易 像我这样的人 吉他谱（无限延音编配）__qupu123-351749	qupu123-351749	0	60	6	
毛不易 如果有一天我变得很有钱 吉他谱（无限延音编配）__qupu123-368528	images-prep/qupu123-maobuyi/毛不易 如果有一天我变得很有钱 吉他谱（无限延音编配）__qupu123-368528	qupu123-368528	0	31	6	
毛不易 平凡的一天 吉他谱（无限延音编配）__qupu123-368624	images-prep/qupu123-maobuyi/毛不易 平凡的一天 吉他谱（无限延音编配）__qupu123-368624	qupu123-368624	0	61	6	
毛不易 无名的人 吉他谱（无限延音编配）__qupu123-372235	images-prep/qupu123-maobuyi/毛不易 无名的人 吉他谱（无限延音编配）__qupu123-372235	qupu123-372235	0	77	6	
毛不易 消愁 吉他谱（无限延音编配）__qupu123-350830	images-prep/qupu123-maobuyi/毛不易 消愁 吉他谱（无限延音编配）__qupu123-350830	qupu123-350830	0	58	6	
毛不易—《像我这样的人》C调弹唱六线谱（彪叔吉他课）__qupu123-358765	images-prep/qupu123-maobuyi/毛不易—《像我这样的人》C调弹唱六线谱（彪叔吉他课）__qupu123-358765	qupu123-358765	0	47	6	
毛不易《二零三》吉他谱__qupu123-353063	images-prep/qupu123-maobuyi/毛不易《二零三》吉他谱__qupu123-353063	qupu123-353063	0	44	6	
被遗忘的时光（吉他六线谱）__qupu123-29770	images-prep/qupu123-mp001/被遗忘的时光（吉他六线谱）__qupu123-29770	qupu123-29770	0	60	6	
《爱要怎么说出口》吉他谱C调入门版 林俊杰 高音教编配__qupu123-341893	images-prep/qupu123-mp007/《爱要怎么说出口》吉他谱C调入门版 林俊杰 高音教编配__qupu123-341893	qupu123-341893	0	68	6	
匆匆那年（五线谱）__qupu123-337480	images-prep/qupu123-kw/匆匆那年（五线谱）__qupu123-337480	qupu123-337480	0	70	6	
真的爱你（钢琴谱）__qupu123-354343	images-prep/qupu123-kw/真的爱你（钢琴谱）__qupu123-354343	qupu123-354343	0	63	5	
外面的世界（吉他谱）__qupu123-240691	images-prep/qupu123-kw/外面的世界（吉他谱）__qupu123-240691	qupu123-240691	0	59	6	
外面的世界（吉他谱）__qupu123-69334	images-prep/qupu123-kw/外面的世界（吉他谱）__qupu123-69334	qupu123-69334	0	30	6	
夜夜夜夜（吉他谱）__qupu123-69330	images-prep/qupu123-mp021/夜夜夜夜（吉他谱）__qupu123-69330	qupu123-69330	0	45	6	
我是一只鱼 吉他谱（无限延音编配）__qupu123-372053	images-prep/qupu123-mp025/我是一只鱼 吉他谱（无限延音编配）__qupu123-372053	qupu123-372053	0	56	6	
天天想你（吉他六线谱）__qupu123-29752	images-prep/qupu123-mp026/天天想你（吉他六线谱）__qupu123-29752	qupu123-29752	0	91	6	
听说爱情回来过（吉他谱）__qupu123-69328	images-prep/qupu123-mp031/听说爱情回来过（吉他谱）__qupu123-69328	qupu123-69328	0	75	6	
征服吉他谱六线谱（袁惟仁）__qupu123-69368	images-prep/qupu123-mp032/征服吉他谱六线谱（袁惟仁）__qupu123-69368	qupu123-69368	0	71	6	
花房姑娘（吉他六线谱、简单吉他编配版）__qupu123-233284	images-prep/qupu123-mp036/花房姑娘（吉他六线谱、简单吉他编配版）__qupu123-233284	qupu123-233284	0	59	6	
飞得更高（吉他六线谱）__qupu123-291049	images-prep/qupu123-mp040/飞得更高（吉他六线谱）__qupu123-291049	qupu123-291049	0	56	6	
白桦林（吉他谱）__qupu123-240647	images-prep/qupu123-mp041/白桦林（吉他谱）__qupu123-240647	qupu123-240647	0	65	6	
我怀念的（吉他六线谱）__qupu123-265868	images-prep/qupu123-mp043/我怀念的（吉他六线谱）__qupu123-265868	qupu123-265868	0	65	6	
张韶涵 亲爱的那不是爱情 吉他谱（无限延音编配）__qupu123-352125	images-prep/qupu123-mp048/张韶涵 亲爱的那不是爱情 吉他谱（无限延音编配）__qupu123-352125	qupu123-352125	0	34	6	
爱很简单（吉他谱）__qupu123-69347	images-prep/qupu123-mp049/爱很简单（吉他谱）__qupu123-69347	qupu123-69347	0	72	6	
陶喆 爱很简单 吉他谱（无限延音编配）__qupu123-371964	images-prep/qupu123-mp049/陶喆 爱很简单 吉他谱（无限延音编配）__qupu123-371964	qupu123-371964	0	44	6	
就是爱你（吉他六线谱）__qupu123-225616	images-prep/qupu123-mp051/就是爱你（吉他六线谱）__qupu123-225616	qupu123-225616	0	60	6	
需要人陪（吉他六线谱）__qupu123-29765	images-prep/qupu123-mp055/需要人陪（吉他六线谱）__qupu123-29765	qupu123-29765	0	30	6	
剪爱（吉他六线谱）__qupu123-291052	images-prep/qupu123-mp058/剪爱（吉他六线谱）__qupu123-291052	qupu123-291052	0	15	6	
笑看风云（免费吉他谱）__qupu123-372394	images-prep/qupu123-hk/笑看风云（免费吉他谱）__qupu123-372394	qupu123-372394	0	59	6	
《为爱痴狂》吉他谱G调入门版 高音教编配 猴哥吉他教学__qupu123-352063	images-prep/qupu123-mp079/《为爱痴狂》吉他谱G调入门版 高音教编配 猴哥吉他教学__qupu123-352063	qupu123-352063	0	54	6	
刘若英 为爱痴狂 吉他谱（无限延音编配）__qupu123-352509	images-prep/qupu123-mp079/刘若英 为爱痴狂 吉他谱（无限延音编配）__qupu123-352509	qupu123-352509	0	60	6	
画心（钢琴弹唱谱）__qupu123-32681	images-prep/qupu123-mp080/画心（钢琴弹唱谱）__qupu123-32681	qupu123-32681	0	111	5	
有点甜（五线谱）__qupu123-337060	images-prep/qupu123-mp085/有点甜（五线谱）__qupu123-337060	qupu123-337060	0	70	6	
有点甜（弹唱谱）__qupu123-357288	images-prep/qupu123-mp085/有点甜（弹唱谱）__qupu123-357288	qupu123-357288	0	67	5	
有点甜（钢琴谱）__qupu123-354404	images-prep/qupu123-mp085/有点甜（钢琴谱）__qupu123-354404	qupu123-354404	0	60	5	
